订单ID,订单日期,大区,省份,商品品类,销售渠道,客户名称,销售额,成本金额,毛利,订单量,是否退货
O102952,2024-01-04,华东,安徽,自有品牌,线下门店,海纳百川,14137.0,8774.12,5362.88,112,否
O102953,2024-01-05,华东,上海,联名款,京东自营,绿野仙踪生鲜,23736.14,15127.29,8608.85,9,是
O102954,2024-01-05,华中,湖南,联名款,企微私域,海纳百川,9415.56,6819.92,2595.64,82,否
O102955,2024-01-05,西南,云南,联名款,线下门店,锦程贸易,20447.81,12650.75,7797.06,6,否
O102956,2024-01-05,华北,河北,进口商品,京东自营,海纳百川,10928.71,7842.22,3086.49,27,否
O102957,2024-01-05,华南,福建,自有品牌,企微私域,东方明珠商行,12442.89,7360.35,5082.54,117,否
O102958,2024-01-05,华北,北京,自有品牌,线下门店,北辰科技,23952.19,13537.88,10414.31,119,否
O102959,2024-01-05,华南,广西,进口商品,抖音小店,绿野仙踪生鲜,9451.61,7001.52,2450.09,20,否
O102960,2024-01-05,华东,上海,自有品牌,企微私域,绿野仙踪生鲜,16910.99,11115.73,5795.26,106,否
O102961,2024-01-06,华北,北京,出口商品,天猫旗舰店,锦程贸易,1308.62,816.73,491.89,32,否
O102962,2024-01-06,西南,云南,联名款,线下门店,星河零售,13234.75,7436.69,5798.06,68,否
O102963,2024-01-06,华中,湖北,进口商品,天猫旗舰店,云端数码,17148.22,10390.76,6757.46,40,否
O102964,2024-01-06,华中,湖北,自有品牌,天猫旗舰店,星河零售,7882.25,5120.47,2761.78,69,否
O102965,2024-01-06,华北,北京,进口商品,线下门店,云端数码,3213.98,2104.85,1109.13,6,是
O102966,2024-01-06,西南,云南,自有品牌,线下门店,锦程贸易,3918.75,2841.2,1077.55,108,否
O102967,2024-01-06,西南,云南,进口商品,京东自营,东方明珠商行,24829.95,17405.93,7424.02,32,否
O102968,2024-01-06,华南,广西,出口商品,京东自营,华创商贸,10582.71,5948.99,4633.72,25,否
O102969,2024-01-07,华北,山东,自有品牌,抖音小店,华创商贸,17141.78,13037.49,4104.29,18,否
O102970,2024-01-07,华南,福建,进口商品,天猫旗舰店,锦程贸易,27428.78,15258.11,12170.67,53,否
O102971,2024-01-07,华东,上海,自有品牌,天猫旗舰店,锦程贸易,12273.6,8412.69,3860.91,19,否
O102972,2024-01-07,华东,安徽,联名款,京东自营,北辰科技,26676.34,17858.22,8818.12,17,否
O102973,2024-01-07,华北,河北,进口商品,天猫旗舰店,海纳百川,8855.45,6861.05,1994.4,17,否
O102974,2024-01-07,华北,北京,自有品牌,线下门店,南粤供应链,16651.36,9524.4,7126.96,85,是
O102975,2024-01-07,华东,上海,进口商品,京东自营,锦程贸易,20590.92,12315.17,8275.75,74,否
O102976,2024-01-07,华北,天津,出口商品,抖音小店,南粤供应链,13311.96,10246.64,3065.32,15,否
O102977,2024-01-08,华北,天津,自有品牌,抖音小店,东方明珠商行,17238.45,10802.46,6435.99,28,否
O102978,2024-01-08,华北,山东,自有品牌,抖音小店,金鼎家居,11513.79,8432.72,3081.07,23,否
O102979,2024-01-08,华中,河南,联名款,线下门店,北辰科技,7276.47,5249.59,2026.88,94,是
O102980,2024-01-08,华南,广东,联名款,线下门店,绿野仙踪生鲜,15927.48,11936.1,3991.38,32,否
O102981,2024-01-08,华中,河南,自有品牌,京东自营,金鼎家居,12219.92,7373.16,4846.76,52,否
O102982,2024-01-08,华南,福建,出口商品,线下门店,东方明珠商行,9776.42,6124.72,3651.7,109,否
O102983,2024-01-08,华南,广西,联名款,京东自营,海纳百川,19858.33,14906.41,4951.92,66,否
O102984,2024-01-08,华中,湖南,联名款,抖音小店,星河零售,7251.75,5294.02,1957.73,48,否
O102985,2024-01-09,华北,山东,自有品牌,京东自营,锦程贸易,22051.4,16071.38,5980.02,35,否
O102986,2024-01-09,西南,云南,自有品牌,京东自营,海纳百川,5842.76,3993.7,1849.06,89,否
O102987,2024-01-09,华北,河北,出口商品,京东自营,锦程贸易,5701.66,4330.3,1371.36,97,否
O102988,2024-01-09,西南,云南,出口商品,抖音小店,星河零售,8997.87,5118.11,3879.76,83,否
O102989,2024-01-09,西南,四川,出口商品,抖音小店,锦程贸易,5942.56,4169.6,1772.96,53,否
O102990,2024-01-09,华南,福建,联名款,京东自营,金鼎家居,1432.45,1046.41,386.04,51,否
O102991,2024-01-09,华北,河北,联名款,企微私域,北辰科技,15705.05,11354.31,4350.74,98,否
O102992,2024-01-09,华东,安徽,进口商品,抖音小店,北辰科技,25659.33,17064.0,8595.33,13,否
O102993,2024-01-10,华中,河南,出口商品,线下门店,星河零售,1507.29,837.03,670.26,104,否
O102994,2024-01-10,西南,四川,联名款,天猫旗舰店,绿野仙踪生鲜,20154.24,14677.4,5476.84,99,否
O102995,2024-01-10,华东,浙江,联名款,线下门店,云端数码,28341.04,15712.07,12628.97,115,否
O102996,2024-01-10,西南,云南,自有品牌,企微私域,北辰科技,3651.36,2830.6,820.76,37,否
O102997,2024-01-10,华北,河北,联名款,线下门店,南粤供应链,8624.22,5294.7,3329.52,19,是
O102998,2024-01-10,华北,山东,自有品牌,抖音小店,东方明珠商行,5763.78,4251.75,1512.03,77,否
O102999,2024-01-10,西南,四川,自有品牌,天猫旗舰店,北辰科技,11924.31,8128.94,3795.37,65,否
O103000,2024-01-10,华东,江苏,联名款,线下门店,锦程贸易,18156.5,10355.36,7801.14,53,否
O103001,2024-01-11,华东,安徽,出口商品,京东自营,海纳百川,7675.38,4417.3,3258.08,14,否
O103002,2024-01-11,华东,江苏,自有品牌,企微私域,华创商贸,4436.05,3231.65,1204.4,32,是
O103003,2024-01-11,华中,湖南,进口商品,天猫旗舰店,北辰科技,8665.57,5308.53,3357.04,35,否
O103004,2024-01-11,西南,云南,联名款,线下门店,北辰科技,23959.34,14685.53,9273.81,102,否
O103005,2024-01-11,华南,广东,自有品牌,天猫旗舰店,华创商贸,27498.02,20594.49,6903.53,64,是
O103006,2024-01-11,华北,北京,进口商品,抖音小店,云端数码,3606.73,2315.9,1290.83,37,是
O103007,2024-01-11,华中,河南,进口商品,天猫旗舰店,华创商贸,29437.86,20633.47,8804.39,119,否
O103008,2024-01-11,华东,江苏,联名款,线下门店,星河零售,13227.0,8930.7,4296.3,5,否
O103009,2024-01-12,华中,河南,进口商品,京东自营,锦程贸易,5152.78,3965.57,1187.21,99,否
O103010,2024-01-12,华南,福建,自有品牌,抖音小店,云端数码,7119.42,4171.02,2948.4,8,否
O103011,2024-01-12,华南,广东,进口商品,线下门店,华创商贸,21153.22,14385.44,6767.78,86,否
O103012,2024-01-12,西南,云南,进口商品,京东自营,云端数码,12057.86,6853.24,5204.62,101,否
O103013,2024-01-12,华东,上海,联名款,天猫旗舰店,北辰科技,31655.33,23108.99,8546.34,13,是
O103014,2024-01-12,华南,广东,出口商品,抖音小店,绿野仙踪生鲜,16989.97,9361.32,7628.65,120,否
O103015,2024-01-12,华中,河南,进口商品,抖音小店,星河零售,4422.47,3287.17,1135.3,59,否
O103016,2024-01-12,华南,广东,联名款,天猫旗舰店,金鼎家居,6851.32,4455.5,2395.82,109,否
O103017,2024-01-13,华南,广西,联名款,抖音小店,东方明珠商行,5338.04,3024.01,2314.03,71,否
O103018,2024-01-13,华东,安徽,自有品牌,企微私域,星河零售,20893.04,13312.18,7580.86,101,是
O103019,2024-01-13,华南,广东,出口商品,京东自营,星河零售,9230.1,6938.31,2291.79,10,否
O103020,2024-01-13,华东,浙江,出口商品,抖音小店,华创商贸,13431.68,9437.04,3994.64,85,否
O103021,2024-01-13,西南,四川,联名款,企微私域,锦程贸易,20502.4,12866.1,7636.3,42,否
O103022,2024-01-13,西南,云南,自有品牌,天猫旗舰店,华创商贸,4786.44,3032.47,1753.97,63,否
O103023,2024-01-13,西南,云南,自有品牌,企微私域,云端数码,22940.61,14510.95,8429.66,50,是
O103024,2024-01-13,华南,福建,出口商品,天猫旗舰店,华创商贸,11196.07,7679.33,3516.74,81,否
O103025,2024-01-14,西南,重庆,自有品牌,线下门店,北辰科技,9648.01,7033.48,2614.53,38,否
O103026,2024-01-14,华北,山东,进口商品,线下门店,南粤供应链,12277.36,7128.87,5148.49,84,否
O103027,2024-01-14,西南,重庆,进口商品,抖音小店,东方明珠商行,26339.94,17373.15,8966.79,85,否
O103028,2024-01-14,华东,浙江,自有品牌,天猫旗舰店,北辰科技,1327.2,979.79,347.41,66,否
O103029,2024-01-14,华北,河北,进口商品,企微私域,绿野仙踪生鲜,23553.97,13510.55,10043.42,1,否
O103030,2024-01-14,西南,重庆,进口商品,抖音小店,星河零售,15069.42,10146.97,4922.45,1,否
O103031,2024-01-14,西南,四川,出口商品,企微私域,星河零售,3745.49,2809.65,935.84,85,否
O103032,2024-01-14,华北,天津,出口商品,企微私域,南粤供应链,5179.75,3511.33,1668.42,37,否
O103033,2024-01-15,华中,湖南,联名款,抖音小店,南粤供应链,13529.41,8554.93,4974.48,78,是
O103034,2024-01-15,华中,湖南,进口商品,天猫旗舰店,锦程贸易,4185.43,3001.15,1184.28,71,否
O103035,2024-01-15,西南,云南,进口商品,京东自营,海纳百川,26802.89,15369.03,11433.86,15,否
O103036,2024-01-15,华南,福建,进口商品,抖音小店,北辰科技,10214.6,7449.99,2764.61,57,否
O103037,2024-01-15,华北,天津,进口商品,线下门店,锦程贸易,4376.85,3112.15,1264.7,86,否
O103038,2024-01-15,西南,云南,进口商品,企微私域,绿野仙踪生鲜,16182.5,9009.1,7173.4,119,否
O103039,2024-01-15,华东,上海,进口商品,抖音小店,星河零售,23780.77,18056.92,5723.85,92,否
O103040,2024-01-15,华北,河北,进口商品,企微私域,海纳百川,26270.89,15211.82,11059.07,98,否
O103041,2024-01-16,华东,浙江,自有品牌,线下门店,云端数码,13402.21,8771.08,4631.13,94,否
O103042,2024-01-16,华中,湖北,出口商品,天猫旗舰店,云端数码,19681.17,15017.87,4663.3,29,否
O103043,2024-01-16,西南,四川,自有品牌,线下门店,云端数码,16347.9,12631.3,3716.6,87,否
O103044,2024-01-16,西南,云南,进口商品,京东自营,星河零售,7404.52,5197.6,2206.92,93,否
O103045,2024-01-16,华南,广东,联名款,企微私域,金鼎家居,1132.53,835.01,297.52,71,否
O103046,2024-01-16,华南,广西,自有品牌,企微私域,金鼎家居,8206.68,5963.6,2243.08,70,否
O103047,2024-01-16,华北,北京,联名款,企微私域,东方明珠商行,14507.82,8142.27,6365.55,39,否
O103048,2024-01-16,华北,山东,进口商品,线下门店,星河零售,22097.86,14128.41,7969.45,54,否
O103049,2024-01-17,华北,天津,联名款,抖音小店,海纳百川,11546.06,6465.14,5080.92,52,否
O103050,2024-01-17,华北,山东,联名款,天猫旗舰店,北辰科技,12560.03,8526.15,4033.88,39,是
O103051,2024-01-17,华中,湖北,出口商品,抖音小店,北辰科技,16167.44,10796.07,5371.37,25,否
O103052,2024-01-17,西南,云南,出口商品,企微私域,东方明珠商行,7957.42,4928.01,3029.41,100,否
O103053,2024-01-17,华北,河北,进口商品,企微私域,锦程贸易,20571.06,12451.44,8119.62,19,否
O103054,2024-01-17,华北,天津,自有品牌,企微私域,华创商贸,19356.38,11865.43,7490.95,59,否
O103055,2024-01-17,华南,广东,自有品牌,抖音小店,北辰科技,23603.58,15144.38,8459.2,14,否
O103056,2024-01-17,华中,湖南,自有品牌,线下门店,锦程贸易,21269.44,14559.79,6709.65,4,否
O103057,2024-01-18,华北,山东,联名款,天猫旗舰店,南粤供应链,8644.23,5487.81,3156.42,8,否
O103058,2024-01-18,华北,天津,出口商品,企微私域,海纳百川,17150.89,10581.36,6569.53,24,否
O103059,2024-01-18,华东,浙江,出口商品,企微私域,东方明珠商行,7847.38,4820.59,3026.79,117,否
O103060,2024-01-18,华中,湖南,联名款,京东自营,金鼎家居,15322.28,9987.11,5335.17,13,否
O103061,2024-01-18,华南,广东,出口商品,京东自营,华创商贸,8109.26,5219.71,2889.55,70,否
O103062,2024-01-18,华东,浙江,出口商品,企微私域,南粤供应链,28220.38,18003.57,10216.81,27,否
O103063,2024-01-18,华东,安徽,出口商品,京东自营,海纳百川,23733.61,18354.88,5378.73,16,否
O103064,2024-01-18,华中,湖北,进口商品,抖音小店,云端数码,23618.03,17451.47,6166.56,1,否
O103065,2024-01-19,华北,北京,联名款,天猫旗舰店,金鼎家居,2276.68,1554.03,722.65,83,否
O103066,2024-01-19,华北,河北,出口商品,线下门店,金鼎家居,12590.57,8673.03,3917.54,1,否
O103067,2024-01-19,华东,江苏,自有品牌,线下门店,星河零售,12397.68,7343.98,5053.7,44,否
O103068,2024-01-19,华南,福建,联名款,天猫旗舰店,云端数码,21513.14,13583.32,7929.82,77,否
O103069,2024-01-19,华东,安徽,出口商品,京东自营,华创商贸,9641.05,7031.37,2609.68,94,否
O103070,2024-01-19,华北,天津,进口商品,线下门店,绿野仙踪生鲜,14477.34,10565.9,3911.44,99,否
O103071,2024-01-19,华南,广西,联名款,抖音小店,绿野仙踪生鲜,18560.79,13785.27,4775.52,57,否
O103072,2024-01-19,华东,浙江,自有品牌,京东自营,金鼎家居,22153.81,12716.6,9437.21,11,否
O103073,2024-01-20,西南,重庆,联名款,线下门店,海纳百川,2213.6,1307.49,906.11,61,否
O103074,2024-01-20,华东,江苏,进口商品,企微私域,南粤供应链,21302.01,15740.36,5561.65,83,否
O103075,2024-01-20,西南,云南,进口商品,线下门店,星河零售,24109.34,16725.56,7383.78,20,否
O103076,2024-01-20,华北,北京,进口商品,线下门店,绿野仙踪生鲜,19140.89,13520.04,5620.85,57,否
O103077,2024-01-20,西南,云南,联名款,线下门店,北辰科技,8914.25,5180.62,3733.63,26,否
O103078,2024-01-20,华东,浙江,出口商品,天猫旗舰店,南粤供应链,14318.84,9969.13,4349.71,93,否
O103079,2024-01-20,华中,湖南,联名款,京东自营,绿野仙踪生鲜,2827.67,1741.27,1086.4,20,是
O103080,2024-01-20,华南,广东,进口商品,天猫旗舰店,华创商贸,32461.5,19681.85,12779.65,107,否
O103081,2024-01-21,华北,天津,出口商品,天猫旗舰店,北辰科技,4905.29,3191.34,1713.95,77,否
O103082,2024-01-21,西南,重庆,出口商品,京东自营,绿野仙踪生鲜,19070.17,12836.81,6233.36,34,否
O103083,2024-01-21,西南,云南,出口商品,线下门店,东方明珠商行,9088.46,5148.28,3940.18,44,否
O103084,2024-01-21,华中,湖北,进口商品,天猫旗舰店,星河零售,27117.59,19076.65,8040.94,4,否
O103085,2024-01-21,华南,广东,联名款,线下门店,锦程贸易,5252.54,3426.64,1825.9,102,否
O103086,2024-01-21,华南,广东,出口商品,线下门店,南粤供应链,24840.84,15467.45,9373.39,45,否
O103087,2024-01-21,华北,山东,自有品牌,线下门店,海纳百川,23314.53,14892.33,8422.2,61,否
O103088,2024-01-21,华南,福建,联名款,企微私域,锦程贸易,15046.07,8828.14,6217.93,36,是
O103089,2024-01-22,华南,福建,自有品牌,天猫旗舰店,华创商贸,9459.0,6563.21,2895.79,41,否
O103090,2024-01-22,西南,云南,出口商品,企微私域,东方明珠商行,8713.18,5862.06,2851.12,43,否
O103091,2024-01-22,华北,北京,联名款,京东自营,绿野仙踪生鲜,21994.75,15693.72,6301.03,23,是
O103092,2024-01-22,华北,河北,进口商品,企微私域,绿野仙踪生鲜,17928.27,10749.21,7179.06,88,否
O103093,2024-01-22,华北,北京,出口商品,企微私域,星河零售,8088.11,6064.43,2023.68,85,否
O103094,2024-01-22,华东,江苏,出口商品,京东自营,锦程贸易,28012.63,18380.15,9632.48,110,否
O103095,2024-01-22,华南,广西,联名款,企微私域,绿野仙踪生鲜,21562.86,12538.72,9024.14,15,否
O103096,2024-01-22,华南,福建,进口商品,线下门店,华创商贸,6872.89,4807.16,2065.73,68,否
O103097,2024-01-23,华东,浙江,联名款,企微私域,南粤供应链,24418.68,14514.6,9904.08,83,否
O103098,2024-01-23,华东,浙江,自有品牌,天猫旗舰店,东方明珠商行,18134.57,13168.7,4965.87,57,否
O103099,2024-01-23,西南,四川,联名款,京东自营,南粤供应链,21338.6,15583.14,5755.46,104,否
O103100,2024-01-23,西南,四川,进口商品,天猫旗舰店,星河零售,34113.93,25693.06,8420.87,106,否
O103101,2024-01-23,华东,上海,自有品牌,企微私域,锦程贸易,4826.63,3561.74,1264.89,99,否
O103102,2024-01-23,华北,天津,出口商品,线下门店,绿野仙踪生鲜,17151.82,10936.62,6215.2,102,否
O103103,2024-01-23,华北,山东,联名款,天猫旗舰店,北辰科技,11528.53,8599.35,2929.18,82,否
O103104,2024-01-23,华中,湖南,联名款,企微私域,南粤供应链,1381.45,1072.88,308.57,118,否
O103105,2024-01-24,华南,福建,进口商品,天猫旗舰店,北辰科技,5965.5,4133.94,1831.56,98,否
O103106,2024-01-24,华中,湖北,自有品牌,天猫旗舰店,华创商贸,3075.3,2327.24,748.06,38,否
O103107,2024-01-24,华东,安徽,自有品牌,企微私域,华创商贸,17362.02,9743.93,7618.09,68,否
O103108,2024-01-24,华中,河南,进口商品,抖音小店,锦程贸易,19489.19,10993.61,8495.58,8,否
O103109,2024-01-24,华北,北京,自有品牌,线下门店,东方明珠商行,22425.72,14087.48,8338.24,88,否
O103110,2024-01-24,华南,广东,进口商品,抖音小店,云端数码,19711.89,13005.54,6706.35,59,否
O103111,2024-01-24,华南,福建,进口商品,京东自营,华创商贸,19094.48,10554.76,8539.72,119,否
O103112,2024-01-24,华中,湖南,联名款,抖音小店,绿野仙踪生鲜,3461.75,2573.41,888.34,58,否
O103113,2024-01-25,华南,广东,进口商品,企微私域,华创商贸,5454.46,3580.28,1874.18,117,否
O103114,2024-01-25,西南,云南,出口商品,线下门店,星河零售,11349.54,6520.78,4828.76,67,否
O103115,2024-01-25,西南,云南,联名款,天猫旗舰店,星河零售,16748.32,11022.16,5726.16,107,否
O103116,2024-01-25,西南,重庆,出口商品,京东自营,南粤供应链,10814.52,7133.18,3681.34,6,否
O103117,2024-01-25,华东,浙江,出口商品,抖音小店,北辰科技,8731.4,6094.81,2636.59,9,是
O103118,2024-01-25,华南,广西,自有品牌,线下门店,南粤供应链,13999.46,8494.73,5504.73,31,否
O103119,2024-01-25,华中,河南,出口商品,抖音小店,南粤供应链,10187.09,7148.03,3039.06,13,否
